,Zillow ID,address,zipcode,alat,alon,valuation,sqft,value sqft,neighborhood,tractCode,countyFips,stateFips,commuteTime,Region,Severity
2483,29430753,8346 Summerwood Drive,78759,30.373328,-97.746232,415151,1712,242.49,Mesa Forest,1707,453,48,21.4,N10,580
2484,79980128,6300 Ayres Drive,78746,30.318171,-97.818641,1472939,4258,345.92,Windsong Estates,1913,453,48,23.9,L8,28
2485,64649242,12608 Briarcreek Loop,78653,30.324197,-97.53197,184094,1332,138.21,Briarcreek,2209,453,48,31,L18,0
2486,144327246,21008 Martin Lane,78660,30.486142,-97.560175,513062,3017,170.06,Avalon,1858,453,48,28.5,R17,0
2487,70352199,725 Zen Gardens Way,78732,30.338979,-97.922518,1227926,5297,231.82,,1760,453,48,33.2,M4,0
2488,67009742,1601 Gouda Court,78613,30.529057,-97.855649,270466,2592,104.35,,20323,491,48,32.2,S7,0
2489,29427595,1111 Quail Park Drive,78758,30.364782,-97.705203,338450,2145,157.79,North Austin Civic Association,1819,453,48,21,N12,2372
2490,29334608,2200 Wimberly Lane,78735,30.294479,-97.872096,959057,3199,299.8,,1908,453,48,23.3,K6,1
2491,29469531,7059 Dee Gabriel Collins Road,78744,30.172294,-97.720932,259616,1732,149.89,Martinshore,2432,453,48,33.1,G11,95
2492,29421880,7000 Thistle Hill Way,78754,30.347914,-97.612268,363402,4031,90.15,Harris Branch,1856,453,48,26.4,M15,114
2493,29345331,20 Tiburon Drive,78738,30.34196,-97.98262,553416,3556,155.63,,1773,453,48,30.8,M2,0
2494,29512033,8408 Indian Summit,78737,30.186573,-97.932264,415293,2251,184.49,Appaloosa Run,1733,453,48,25.8,G4,28
2495,29364557,9519 Bully Hill Cove,78759,30.403605,-97.774859,632822,2919,216.79,,1755,453,48,25.2,O9,50
2496,29358734,7609 Valburn Drive,78731,30.373203,-97.773707,639758,2538,252.07,North Cat Mountain,1705,453,48,20.3,N9,300
2497,64733685,9214 Thaxton Road,78747,30.139783,-97.733361,268130,1296,206.89,Thaxton Place,2426,453,48,33.7,F11,98
2498,80085984,298 Paddington Drive,78640,30.008107,-97.837197,211276,1850,114.2,,10906,209,48,33.9,A7,0
2499,60137247,11222 Jones Road,78653,30.312237,-97.488538,283927,2424,117.13,Lockwood Farms,2209,453,48,31,L19,0
2500,29375901,9412 Spring Hollow Drive,78750,30.440187,-97.79796,508858,2917,174.45,,1781,453,48,27.6,P9,666
2501,29351773,5818 Back Court,78731,30.3562,-97.791146,404258,1524,265.26,Cat Mountain,1719,453,48,18.9,M9,213
2502,185193028,10616 Mellow Meadows,78750,30.461035,-97.79982,132194,952,138.86,Anderson Mill,20403,491,48,21.2,Q8,606
2503,29336345,11 Nob Hill Circle,78746,30.296797,-97.798772,2687894,6224,431.86,Strother Mountain,1918,453,48,22.7,K8,13
2504,64894903,8818 Blazyk Drive,78737,30.20482,-97.92863,781614,4164,187.71,Overlook at Lewis Mountain,1733,453,48,25.8,H4,51
2505,70354594,12319 Jamie Drive,78653,30.368731,-97.519733,193568,1427,135.65,Stonewater,1854,453,48,40.5,N18,0
2506,70339019,11112 Harvest Time Drive,78754,30.359962,-97.64207,260175,2110,123.31,Pioneer Crossing East,1842,453,48,30.4,M14,22
2507,29375989,9499 Arch Hill Circle,78750,30.443119,-97.799585,484105,2475,195.6,,1781,453,48,27.6,P8,115
2508,29325778,1000 Liberty Park Drive,78746,30.264775,-97.786984,467776,1602,292,Timberline Ridge,1910,453,48,17.5,J9,629
2509,29471730,7107 Appaloosa Court,78610,30.061478,-97.715812,161642,2128,75.96,,2434,453,48,32.3,C11,0
2510,29465965,5909 Burleson Road,78744,30.207487,-97.718984,899131,1044,861.24,McKinney,2431,453,48,23.7,H11,855
2511,29379534,15711 Fisher Hollow Trail,78641,30.477785,-97.882368,341797,1875,182.29,,1765,453,48,31.3,R6,0
2512,70348452,12808 Ring Drive,78653,30.343551,-97.528684,194046,1394,139.2,Presidential Glen,2209,453,48,31,M18,0
2513,29449890,1821 Camas Drive,78728,30.442803,-97.672249,373982,3008,124.33,,1851,453,48,24.2,P13,426
2514,29337614,1101 Crystal Creek Drive,78746,30.302082,-97.861778,818350,2471,331.18,Austin Lake Hills,1916,453,48,26.2,K6,1
2515,29609197,3025 Indigo Trail,78665,30.514065,-97.617402,505504,3836,131.78,Lake Forest,20706,491,48,22.6,S15,0
2516,29341870,3415 Shinoak Drive,78731,30.325675,-97.770742,795087,1863,426.78,Balcones Park,102,453,48,21.1,L9,60
2517,90240431,10713 Straw Flower Drive,78733,30.314905,-97.897909,1012849,3875,261.38,,1784,453,48,25.3,L5,0
2518,29353370,3909 Edgerock Drive,78731,30.362312,-97.758466,549888,1914,287.3,Mesa Forest,1751,453,48,21.1,N10,580
2519,29340477,4204 Dunning Lane,78746,30.312805,-97.785589,1246799,4553,273.84,Island Way,1913,453,48,23.9,L9,60
2520,29481225,7018 Ridge Oak Road,78749,30.227121,-97.86245,336873,1646,204.66,Legend Oaks,1738,453,48,24.9,I6,373
2521,63834781,15405 Joseph Drive,78734,30.353271,-97.956914,373586,2722,137.25,The Preserve at Lakeway,1742,453,48,30.1,M3,0
2522,29358806,5201 Vista West Cove,78731,30.373476,-97.774682,941882,4536,207.65,North Cat Mountain,1705,453,48,20.3,N9,300
2523,96633279,6414 Williamson Road,78610,30.058057,-97.730497,264615,1792,147.66,,2434,453,48,32.3,C11,0
2524,70992706,10032 Lisi Anne Drive,78717,30.511585,-97.751482,404995,2546,159.07,Avery Ranch,20509,491,48,27.4,S10,12
2525,28587242,2001 Big Valley Drive,78652,30.129654,-97.854171,281025,1690,166.29,,1772,453,48,27.2,E7,0
2526,58302595,11609 Wedgewood Drive,78753,30.380349,-97.666857,311097,1728,180.03,Walnut Ridge,1832,453,48,24,N13,928
2527,83828539,13700 Rector Loop,78653,30.369593,-97.560102,235578,1280,184.05,,1856,453,48,26.4,N17,0
2528,29332667,6 Hillside Court,78746,30.284536,-97.814971,1158027,3644,317.79,Ledgeway,1918,453,48,22.7,K8,13
2529,29334081,110 Skyline Drive,78746,30.295118,-97.796825,784114,2496,314.15,City View,1918,453,48,22.7,K9,269
2530,29465783,2761 Citation Drive,78617,30.212447,-97.527912,188211,2128,88.45,,2433,453,48,33.5,H18,0
2531,29374346,11007 Spicewood Parkway,78750,30.435704,-97.799876,501012,2981,168.07,,1782,453,48,25,P8,115
2532,58304610,11911 Rennalee Loop,78753,30.387204,-97.678869,313446,2024,154.86,Oak Ridge,1824,453,48,26.2,N13,928
2533,84375339,345 Simpson Avenue,78612,30.13476,-97.491653,370568,2650,139.84,,950300,21,48,33.7,F19,0
2534,29481898,9105 Tara Lane,78737,30.22756,-97.917654,549127,3112,176.45,Estates of Lewis Mountain,1733,453,48,25.8,I4,0
2535,29398575,5411 Claymoor Drive,78723,30.299524,-97.678774,332719,1774,187.55,Pecan Springs Springdale,2107,453,48,23.8,K13,714
2536,29405916,5105 Purple Sage Drive,78724,30.311858,-97.660225,235555,1905,123.65,Las Cimas,2201,453,48,28.8,L13,1681
2537,70336905,9316 Travertine Cove,78735,30.29494,-97.877938,899390,4100,219.36,,1908,453,48,23.3,K6,1
2538,84383253,163 Concho Drive,78612,30.167716,-97.48804,330364,4240,77.92,,950300,21,48,33.7,G19,0
2539,70339233,13604 Glen Creek Court,78653,30.356883,-97.545846,292511,3030,96.54,,1856,453,48,26.4,M17,0
2540,29425122,8508 Putnam Drive,78757,30.362611,-97.721973,378248,1386,272.91,Wooten,1818,453,48,22.1,N11,1809
2541,29358106,1005 Challenger,78734,30.375368,-97.983122,1010887,3865,261.55,,1771,453,48,34.7,N2,0
2542,58315665,4704 Norman Trail,78749,30.194629,-97.863303,372760,2385,156.29,Maple Run,1740,453,48,24.1,H6,376
2543,29379547,11416 Trails End Road,78641,30.475159,-97.909273,483659,2182,221.66,,1765,453,48,31.3,Q5,0
2544,83820402,13901 Rector Loop,78653,30.371091,-97.555126,256618,1344,190.94,,1856,453,48,26.4,N17,0
2545,145656803,21508 Windmill Ranch Avenue,78660,30.494285,-97.572856,422759,3220,131.29,,1858,453,48,28.5,R16,0
2546,29420107,309 East Parsons Street,78653,30.341795,-97.560063,185988,1232,150.96,Hamilton Point,2209,453,48,31,M17,0
2547,29604485,3745 Top Rock Lane,78681,30.553125,-97.735124,281834,2559,110.13,Preserve at Stone Oak,20605,491,48,29.4,T11,0
2548,60136315,10798 Pointe View Drive,78738,30.31673,-97.915492,449121,2344,191.6,,1784,453,48,25.3,L4,0
2549,29337994,2104 Lakeshore Drive,78746,30.302404,-97.787265,1292591,4750,272.12,Island Way,1913,453,48,23.9,K9,269
2550,29417870,2608 Twin Oaks Drive,78757,30.343979,-97.742694,503742,1573,320.24,Allandale,1501,453,48,18.7,M10,581
2551,29400502,200 West 39th Street,78751,30.302602,-97.733734,438448,945,463.97,Hyde Park,302,453,48,16.6,K11,1717
2552,29515190,710 Hidatas Cove,78748,30.150663,-97.817607,329878,2344,140.73,Stablewood at Slaughter Creek,2421,453,48,26.8,F8,258
2553,29328856,3112 Point O Woods,78735,30.277213,-97.857737,1183537,3965,298.5,,1908,453,48,23.3,K6,1
2554,58297363,13710 Overland Pass,78738,30.296325,-97.969237,689093,2675,257.6,,1768,453,48,33.1,K3,0
2555,29357676,533 Ladin Lane,78734,30.372245,-97.96742,413924,2449,169.02,Bella Montagna,1778,453,48,28.7,N3,0
2556,144269715,13206 Gunn Lane,78653,30.352059,-97.506488,696305,2166,321.47,Presidential Glen,1854,453,48,40.5,M19,0
2557,29572672,12916 Marimba Trail,78729,30.445907,-97.759723,286235,1860,153.89,Indian Oaks,20410,491,48,25.5,P10,644
2558,29457000,17115 Tobermory Drive,78660,30.469373,-97.641538,191918,1164,164.88,Spring Trails,1861,453,48,24.6,Q14,0
2559,70330456,104 Porto Cima Court,78738,30.334363,-97.982704,1143882,4530,252.51,,1773,453,48,30.8,M2,0
2560,29372107,8113 Wexford Drive,78759,30.427389,-97.778935,366957,1815,202.18,,1756,453,48,21.1,P9,666
2561,64746151,10821 Tollesboro Cove,78739,30.19476,-97.900124,487397,3360,145.06,Muirfield,1770,453,48,26.8,H5,117
2562,29502444,4521 Creek Bend Drive,78744,30.186023,-97.751641,184448,1200,153.71,Nuckols Crossing,2412,453,48,31.2,G10,710
2563,64563119,18812 Alnwick Castle Drive,78660,30.476811,-97.613089,285938,2452,116.61,Spring Trails,1855,453,48,24.2,Q15,0
2564,29380425,10400 Lakeside Drive,78645,30.488563,-97.921903,306848,2000,153.42,,1780,453,48,39.3,R4,0
2565,29431949,12315 Ryden Street,78653,30.374108,-97.621244,134153,1440,93.16,Cantarra,1842,453,48,30.4,N15,80
2566,29422167,3308 Stardust Drive,78757,30.354519,-97.745755,506302,2108,240.18,Allandale,1501,453,48,18.7,M10,581
2567,70336878,6401 Soter Pkwy,78735,30.264767,-97.842872,1410850,5678,248.48,,1914,453,48,22.2,J7,60
2568,83817170,14716 Navarro Creek Road,78617,30.176951,-97.589422,170607,1216,140.3,,2433,453,48,33.5,G16,0
2569,121656158,8307 Coulver Road,78747,30.117089,-97.726368,196258,1216,161.4,,2432,453,48,33.1,E11,0
2570,185188939,198 Silk Tree Lane,78664,30.493881,-97.611245,290784,1912,152.08,Lake Forest,20703,491,48,27.5,R15,0
2571,28600204,170 Cedar Drive,78610,30.039459,-97.889136,251322,1739,144.52,,10902,209,48,32.8,B5,0
2572,29333411,1607 Forest Trail,78703,30.289537,-97.76544,591861,1258,470.48,Enfield,1605,453,48,16.9,K10,2152
2573,29437339,1901 Albury Cove,78758,30.399074,-97.702232,475440,4576,103.9,Quail Hollow,1844,453,48,20.1,O12,970
2574,29413150,1200 Romeria Drive,78757,30.332194,-97.727572,432730,1312,329.82,Violet Crown Heights,1505,453,48,26.5,L11,1494
2575,29450315,504 Spanish Ridge Cove,78660,30.44164,-97.634714,224041,1791,125.09,Settler's Ridge,1841,453,48,24.1,P14,0
2576,70343093,11313 Hollister Drive,78737,30.192266,-97.915806,617047,4385,140.72,Muirfield,1770,453,48,26.8,H4,51
2577,29377241,9309 Clearock Drive,78750,30.443996,-97.796226,484665,2436,198.96,,1781,453,48,27.6,P9,666
2578,29508160,6505 Aden Lane,78739,30.185867,-97.898884,515895,3416,151.02,Muirfield,1770,453,48,26.8,G5,92
2579,29328760,2202 Cypress Point East,78746,30.27781,-97.841578,567056,2548,222.55,,1917,453,48,23.6,K7,70
2580,29427655,1108 Quail Park Drive,78758,30.36516,-97.704625,251494,1413,177.99,North Austin Civic Association,1819,453,48,21,N12,2372
2581,29324470,1903 Arthur Lane,78704,30.25455,-97.777609,646957,1360,475.7,Barton Hills,1901,453,48,19.1,J9,629
2582,29502400,6107 Softwood Drive,78744,30.18621,-97.748066,167215,1352,123.68,Nuckols Crossing,2412,453,48,31.2,G10,710
2583,70348817,612 Colonial Park Boulevard,78745,30.209279,-97.761775,261952,1006,260.39,East Congress,2403,453,48,25,H10,2190
2584,83823846,15309 Fuchs Grove Road,78653,30.390335,-97.550729,283173,2079,136.21,Magnolia Ranch Estates,1856,453,48,26.4,O17,0
2585,29468378,4309 Shallowbrook Trail,78744,30.191587,-97.701443,225293,1460,154.31,Martinshore,2431,453,48,23.7,H12,246
2586,29517577,13418 Onion Creek Drive,78652,30.116141,-97.819987,316008,1440,219.45,,2407,453,48,32.1,E8,1
2587,29365564,17417 Sleepy Hollow Drive,78645,30.412404,-97.956845,257854,1024,251.81,,1780,453,48,39.3,O3,0
2588,83815073,10516 Prezia Drive,78733,30.31545,-97.895759,867414,4176,207.71,,1784,453,48,25.3,L5,0
2589,29471455,13800 Hokanson Road,78617,30.083861,-97.618663,153936,1216,126.59,Rio Vista Ranch,950802,21,48,36.9,D15,0
2590,29515641,4800 Interlachen Lane,78747,30.141663,-97.778765,326642,2107,155.03,Crossings at Onion Creek,2428,453,48,31.4,F9,381
2591,29456529,4002 Prairie Lane,78728,30.474183,-97.681498,300359,912,329.34,Northridge Acres,1851,453,48,24.2,Q13,62
2592,29328472,1632 Churchwood Cove,78746,30.273923,-97.821977,931148,3752,248.17,,1917,453,48,23.6,J8,603
2593,29343969,4408 Travis Vista Drive,78738,30.334192,-98.004857,557151,2652,210.09,,1764,453,48,40.5,M1,0
2594,29342358,600 Tumbleweed Trail North,78733,30.328982,-97.865561,2876181,5307,541.96,Austin Lake Hills,1783,453,48,27.1,L6,0
2595,29478732,506 Krebs Lane,78704,30.227703,-97.767484,408029,1025,398.08,Galindo,1308,453,48,21.8,I10,2734
2596,29419089,1505 Pasadena Drive,78757,30.345176,-97.725886,470867,1564,301.07,Crestview,1504,453,48,18.1,M11,1728
2597,29558250,12323 Cahone Trail,78729,30.440975,-97.767219,327237,1918,170.61,Hunter's Chase,20406,491,48,21,P10,644
2598,70345135,11500 Sunny Creek Lane,78653,30.358464,-97.549967,253147,2100,120.55,,1856,453,48,26.4,M17,0
2599,29554379,308 White Wing Way,78664,30.50419,-97.673739,215473,1636,131.71,Mercer,20704,491,48,23.4,R13,1
2600,29484697,8807 High Valley Road,78737,30.220948,-97.896395,286570,1484,193.11,West Oak Hill,1733,453,48,25.8,I5,175
2601,29339239,4204 Hampsted Court,78746,30.311194,-97.785955,1164747,4400,264.72,Island Way,1913,453,48,23.9,L9,60
2602,29419345,204 East Lola Drive,78753,30.346404,-97.702158,181199,924,196.1,Georgian Acres,1804,453,48,28.6,M12,4350
2603,63227989,14900 Chamberlain Court,78724,30.254384,-97.580706,213388,2168,98.43,Chaparral Crossing,2207,453,48,36.5,J16,3
2604,29362675,16008 Canard Circle,78734,30.389155,-97.946948,1211143,4357,277.98,,1741,453,48,24.9,N3,0
2605,29377653,12307 Hanging Valley Drive,78726,30.447904,-97.840431,528210,3113,169.68,,1765,453,48,31.3,P7,269
2606,60136436,5525 City Park Road,78730,30.362464,-97.813869,1338562,4616,289.98,Long Canyon,1761,453,48,24.9,N8,22
2607,64789884,14422 Plover Place,78617,30.127818,-97.617077,162913,600,271.52,Lake City Estates,2435,453,48,26.7,E15,0
2608,29511468,2633 Alcott Lane,78748,30.173684,-97.83754,336013,2290,146.73,Tanglewood Forest,1748,453,48,27.2,G7,482
2609,29383728,5200 Blue Bluff Road,78724,30.267943,-97.618685,161132,896,179.83,Imperial Valley,2211,453,48,28.9,J15,1
2610,29346909,10208 Carlotta Cove,78733,30.343238,-97.87192,490966,1908,257.32,Austin Lake Hills,1783,453,48,27.1,M6,0
2611,64477111,16900 Trails End Cove,78641,30.501512,-97.884437,205189,1848,111.03,,1765,453,48,31.3,R6,0
2612,29379983,10312 West Darleen Drive,78641,30.481586,-97.916196,528714,768,688.43,,1780,453,48,39.3,R4,0
2613,144982380,3315 East Pecan Street,78691,30.418626,-97.582891,263195,1710,153.92,,1842,453,48,30.4,O16,0
2614,29336477,1301 Redbud Trail,78746,30.298549,-97.817498,1112708,3467,320.94,Ledgeway,1918,453,48,22.7,K8,13
2615,29476031,7221 Covered Bridge Drive,78736,30.242803,-97.898964,488243,3623,134.76,West Oak Hill,1769,453,48,27.9,I5,175
2616,64556685,2717 Citation Drive,78617,30.207663,-97.518563,158125,1064,148.61,,2433,453,48,33.5,H18,0
2617,83833136,10611 Deer Canyon Road,78645,30.491,-97.92942,231957,800,289.95,,1766,453,48,35.9,R4,0
2618,29333120,3004 Maravillas Loop,78735,30.288103,-97.871877,900606,3354,268.52,,1908,453,48,23.3,K6,1
2619,64513489,11500 Moore Road,78719,30.123576,-97.671501,229421,1405,163.29,,2436,453,48,26.7,E13,0
2620,29447732,2109 Haas Lane,78728,30.438259,-97.682753,300070,2195,136.71,,1853,453,48,24.6,P12,350
2621,29394689,3306 Hemlock Avenue,78722,30.288177,-97.71501,426582,1204,354.3,Cherrywood,402,453,48,18.6,K11,1717
2622,83831287,10011 Bitting School Road,78621,30.296117,-97.45955,317194,1456,217.85,Estates at Wilbarger Creek,2209,453,48,31,K20,0
2623,29468730,5101 Lambs Lane,78744,30.177952,-97.750336,173160,1104,156.85,Nuckols Crossing,2427,453,48,29.3,G10,710
2624,29466572,3708 River Road,78612,30.196249,-97.512952,141087,924,152.69,,2433,453,48,33.5,H18,0
2625,29490835,4003 Stonecroft Drive,78749,30.208887,-97.842222,296431,1385,214.03,Woodstone Village,1776,453,48,25.9,H7,476
2626,67384425,199 Kids Cove,78737,30.160659,-97.993674,568380,2504,226.99,,10805,209,48,40.6,G2,0
2627,63743191,2007 Idlewilde Run Drive,78747,30.159278,-97.782382,271245,2281,118.91,Crossings at Onion Creek,2425,453,48,30.8,G9,1343
2628,70354698,11928 Timber Heights Drive,78754,30.375153,-97.64698,247499,1870,132.35,Pioneer Crossing West,1834,453,48,23.6,N14,271
2629,28595207,920 Kelly Smith Lane,78610,30.041447,-97.829447,231661,2133,108.61,,10908,209,48,34.3,B7,0
2630,29399598,4323 Airport Boulevard,78751,30.300119,-97.711252,338115,858,394.07,Delwood,307,453,48,20.8,K12,1229
2631,62607364,2313 Riverside Farms Road,78741,30.224634,-97.717153,257595,1254,205.42,Pleasant Valley,2314,453,48,23.6,I11,5490
2632,29435791,11620 Pearwood Place,78758,30.394433,-97.70285,238955,1064,224.58,Quail Hollow,1844,453,48,20.1,O12,970
2633,70327913,8609 Fenton Drive,78736,30.237004,-97.90226,463981,3322,139.67,West Oak Hill,1769,453,48,27.9,I5,175
2634,64496201,14916 Sassafras Trail,78660,30.427391,-97.642561,198690,1135,175.06,Mountain Creek,1841,453,48,24.1,P14,0
2635,29337218,1802 Northwood Road,78703,30.301,-97.757335,519201,992,523.39,Old West Austin,1603,453,48,16,K10,2152
2636,64682205,102 Bella Cima Drive,78734,30.382426,-97.949814,2940758,8183,359.37,,1741,453,48,24.9,N3,0
2637,29429179,10613 Walnut Bend Drive,78753,30.368874,-97.674312,290551,1536,189.16,Windsor Hills,1833,453,48,26.4,N13,928
2638,114157234,383 Catalina Lane,78737,30.184524,-97.976755,426128,2820,151.11,,10805,209,48,40.6,G2,0
2639,29475102,2612 South 2nd Street,78704,30.238942,-97.762948,536296,1985,270.17,Dawson,1307,453,48,20.4,I10,2734
2640,29439129,13606 Lazyridge Drive,78660,30.404716,-97.63373,155655,1200,129.71,River Ranch,1841,453,48,24.1,O14,187
2641,29569346,12325 Los Indios Trail,78729,30.440095,-97.766467,163576,1241,131.81,Indian Oaks,20406,491,48,21,P10,644
2642,64474153,2108 East Yager Lane,78653,30.384925,-97.64261,382712,1500,255.14,Parmer Park,1842,453,48,30.4,N14,271
2643,119627242,16314 Weiss Lane,78660,30.420836,-97.57852,2956054,2882,1025.7,,1858,453,48,28.5,P16,0
2644,29485267,2109 Falcon Hill Drive,78745,30.213491,-97.802315,395219,1452,272.19,Garrison Park,1713,453,48,25.6,H8,829
2645,58299349,4305 Hyridge Drive,78759,30.382251,-97.755147,702346,3840,182.9,Mesa Forest,1706,453,48,21.9,N10,580
2646,29471310,11410 Cecil Rosetta Court,78610,30.109158,-97.731946,299211,1800,166.23,,2432,453,48,33.1,E11,0
2647,84376147,167 Stony Creek Drive,78617,30.132267,-97.567706,27631,960,28.78,Stony Point,950801,21,48,41.1,F16,0
2648,70327926,8800 Fenton Drive,78736,30.238648,-97.904417,493184,3372,146.26,West Oak Hill,1769,453,48,27.9,I5,175
2649,29460060,2110 Brackenridge Street,78704,30.241874,-97.75053,728083,2323,313.42,South Congress,1401,453,48,16.3,I10,2734
2650,29356006,6502 Alasan Cove,78730,30.37977,-97.821574,959362,3127,306.8,Long Canyon,1761,453,48,24.9,N8,22
2651,29329681,5806 Ottenhome Drive,78738,30.292808,-97.963672,550044,2413,227.95,,1768,453,48,33.1,K3,0
2652,29332072,1507 Newfield Lane,78703,30.286044,-97.76268,518793,1478,351.01,Enfield,1605,453,48,16.9,K10,2152
2653,58316330,8353 Steamline Circle,78745,30.187609,-97.811973,352311,2526,139.47,Waterloo,1728,453,48,27.7,G8,783
2654,83828483,8211 Denali Parkway,78726,30.425502,-97.857487,917739,4195,218.77,,1765,453,48,31.3,P6,1
2655,83819908,11708 Eagles Glen Drive,78732,30.355487,-97.888852,784568,4757,164.93,,1760,453,48,33.2,M5,0
2656,29471883,12221 Avis Road,78616,30.061372,-97.663318,321039,2152,149.18,,960101,55,48,35,C13,0
2657,70985286,3938 Tapado Canyon Trail,78681,30.559457,-97.745831,267383,1970,135.73,Mayfield Ranch,20605,491,48,29.4,T10,0
2658,64530791,14103 Fuchs Grove Road,78653,30.375886,-97.558988,239370,1456,164.4,Magnolia Ranch Estates,1856,453,48,26.4,N17,0
2659,29510071,2612 Howellwood Way,78748,30.176258,-97.834212,338232,1949,173.54,Ford Oaks,1747,453,48,29.1,G7,482
2660,64856784,13400 Old Kimbro Road,78653,30.357464,-97.496071,452100,1680,269.11,Presidential Glen,1854,453,48,40.5,M19,0
2661,29370498,10602 Mc Farlie Cove,78750,30.425456,-97.792768,541973,3020,179.46,,1782,453,48,25,P9,666
2662,28602037,201 Mallet Court,78737,30.19982,-97.998343,425411,2784,152.81,,10809,209,48,33.6,H2,0
2663,29442975,12809 Tomanet Trail,78727,30.423337,-97.697116,312493,2129,146.78,Tomanet Estates,1848,453,48,21.4,P12,350
2664,29489174,5113 Pepper Lane,78744,30.200189,-97.752704,212754,1400,151.97,Franklin Park,2411,453,48,24.5,H10,2190
2665,60136746,2736 Zambia Drive,78613,30.473254,-97.855866,531697,4184,127.08,,1765,453,48,31.3,Q7,11
2666,29453571,16214 Windermere Drive,78691,30.45284,-97.645653,193930,1211,160.14,,1860,453,48,23.2,Q14,0
2667,29396405,3809 Maplewood Avenue,78722,30.292297,-97.714201,465737,1674,278.22,Delwood,307,453,48,20.8,K11,1717
2668,89552642,9617 Derecho Bend,78737,30.221733,-97.933597,592814,3491,169.81,Estates of Lewis Mountain,1733,453,48,25.8,I4,0
2669,29364722,3101 Rockhill Drive,78645,30.403873,-97.957408,205635,1120,183.6,,1780,453,48,39.3,O3,0
2670,29406020,4103 Ridgelea Drive,78731,30.313517,-97.749619,497762,1104,450.87,Oakmont Heights,101,453,48,17,L10,552
2671,145002374,12901 Arroyo Doble Drive,78652,30.124296,-97.823909,357651,2152,166.19,,2407,453,48,32.1,E8,1
2672,111371552,3315 Mossy Grove Court,78613,30.456407,-97.858612,562546,3536,159.09,,1765,453,48,31.3,Q6,0
2673,80106445,20100 Lockwood Road,78653,30.303619,-97.497936,152058,896,169.71,Lockwood Farms,2209,453,48,31,L19,0
2674,29453444,504 Bellemeade Boulevard,78660,30.452653,-97.640338,142175,1008,141.05,Swenson Farms,1860,453,48,23.2,Q14,0
2675,29437378,11916 Snow Finch Road,78758,30.399772,-97.699927,273268,1298,210.53,Village at Walnut Creek,1844,453,48,20.1,O12,970
2676,29481518,7101 Escarpment Boulevard,78749,30.227944,-97.866707,526091,2375,221.51,Legend Oaks,1738,453,48,24.9,I6,373
2677,29471483,10348 Doyle Road,78617,30.098215,-97.621485,308920,2680,115.27,Rio Vista Ranch,2436,453,48,26.7,D15,0
2678,29334493,2300 Barton Creek Boulevard,78735,30.289743,-97.865185,1049183,3652,287.29,,1908,453,48,23.3,K6,1
2679,89414877,2064 Genesta Drive,78610,30.07378,-97.817117,230546,1752,131.59,,10908,209,48,34.3,D8,0
2680,58306087,12123 Cabana Lane,78727,30.417502,-97.722524,323743,1455,222.5,Angus Valley,1828,453,48,23.6,O11,1088
2681,79983918,11029 Short Springs Drive,78754,30.36324,-97.645507,265772,2433,109.24,Pioneer Crossing East,1842,453,48,30.4,N14,271
2682,29495396,3205 Kittyhawk Cove,78745,30.201707,-97.830931,287273,1252,229.45,Southampton Hills,1729,453,48,26.6,H7,476
2683,112746891,20009 Wearyall Hill Lane,78660,30.465172,-97.569543,358060,3102,115.43,Avalon,1858,453,48,28.5,Q16,0
2684,29515140,510 Kingfisher Creek Drive,78748,30.149907,-97.813348,350571,2409,145.53,Stablewood at Slaughter Creek,2421,453,48,26.8,F8,258
2685,29383797,16804 Decker Creek Drive,78653,30.24751,-97.552628,325430,2436,133.59,Chaparral Crossing,2207,453,48,36.5,J17,0
2686,83824755,2305 Bluebonnet Lane,78704,30.247956,-97.776116,1262532,4684,269.54,Zilker,1304,453,48,22.3,J9,629
2687,29547766,12901 Stanzel Drive,78729,30.44959,-97.766552,309102,2176,142.05,Hunter's Chase,20410,491,48,25.5,Q10,62
2688,144352681,7013 Appaloosa Court,78610,30.062168,-97.716454,154893,1400,110.64,,2434,453,48,32.3,C11,0
2689,28595382,622 Oakwood Drive,78610,30.115525,-97.878725,272067,1416,192.14,,10901,209,48,34.5,E6,0
2690,29339457,413 Beardsley Lane,78746,30.310636,-97.852507,975508,3665,266.17,,1916,453,48,26.2,L7,4
2691,63228691,9912 Buffalo Lake,78748,30.15606,-97.789064,269883,1708,158.01,Southpark Meadows,2425,453,48,30.8,F9,381
2692,29351929,209 Flamingo Drive,78734,30.361077,-97.945885,440309,2572,171.19,Bella Montagna,1742,453,48,30.1,M3,0
2693,29383678,7504 Shelton Road,78725,30.261632,-97.664542,295241,1192,247.69,Johnston Terrace,2111,453,48,23.1,J13,256
2694,29348925,39 Muirfield Greens Lane,78738,30.352831,-97.990723,255685,1374,186.09,,1773,453,48,30.8,M2,0
2695,29516636,12743 Burson Drive,78652,30.139533,-97.845092,318801,1950,163.49,Olympic Heights,1772,453,48,27.2,F7,164
2696,125156961,15713 Schmidt Lane,78653,30.390277,-97.517193,189473,1111,170.54,Kimbro Creek Estates,1854,453,48,40.5,N18,0
2697,29501236,7205 Shadywood Drive,78745,30.189899,-97.78746,289922,1312,220.98,Beacon Ridge,2422,453,48,26.4,H9,1747
2698,29329710,16614 Hamilton Pool Road,78620,30.291762,-98.02308,434285,1400,310.2,,1768,453,48,33.1,K1,0
